InnovationID,InnovationName,InnovationDescription,Category,Invention,Patents,CoInventor,Completed ,ConnectedWoman,Bundle
46,2000 - Research in the use of biological micro-electromechanical systems to support cells outside the human body,"* Bhatia’s research was one of the first projects at MIT of biological micro-electromechanical systems, or Bio-MEMS * Uses arrays of living cells as high-throughput platforms to study fundamental aspects of Bio-MEMS in stem cells * Her doctoral work focused on the development of a way to keep liver cells functioning outside of the human body *Adapted ideas from computer chip design and engineering to the microfabrication of a substrate for liver cells * Applied techniques from photolithography to petri dishes, to create a substrate that would support growth of a functioning microliver in a dish * Use of techniques from 3D printing to create a lattice of sugar as a framework for a synthetic vascular system with the goal of supporting larger tissue structures such as an artificial liver.","Biological Engineering, Nanotechnology",created human microlivers; in vivo enzyme profiling; profiled protease activity; multi-well micropatterning by ablation; devices for regeneration; inhalable nanosensors; see Doc Links for full list,11549947;11549951;11519905;11448643;11428689;11366103;11338065;11324858;11266766;11054428;11021529;10908151;10883998;10731125;10571461;10527619;10260039;10234449;10072257;10004826;1006916;9994809;9970941;9611453;9441202;9194841;9006415;8906684;8715436;8685638;8673267;8617815;8377147;7510637;7312046;6734000;5741228,Gabriel A. Kwong; Geoffrey A. von Maltzahn; Jaideep S. Dudani; Ester J. Kwon; Andrew David Warren; Darrell J. Irvine; Karl Dane Wittrup; Naveen K. Mehta; Piyush K. Jain; Simone Schurle; David T. Eddington; Kelly R. Stevens; Christopher S. Chen; Jan D. Baranski; Ritika Chaturvedi; Michael T. Yang; Leslie Wan-Gee Chan; Melodi Nilgun Anahtar; Roderick Russell Kunz; Tal Danino; Arthur Prindle; Jeff Hasty; David K. Wood; Kevin Y. Lin; Cheri Y. Li; Alice A. Chen; Shengyong Ng; Elliot Hui; Salman R. Khetani; Bevin P. Engelward; David M. Weingeist; Yin Ren; Valerie Lui Tsang; Dirk Albrecht; Giovanni Vozzi; Christopher Flaim; Michael J. Sailor; Ji-Ho Park; Austin Derfus; Ester Segal; Kenneth S. Vecchio; Carrolee Barlow; Mihrimak Ozkan; Sadek C. Esener;Vicki I. Chin; Boyce E. Collins; Gregory H. Lambrecht; Joshua Makower; David McDonald; Ashish Khera; J. Christopher Flaherty; Alan K. Plyley; Russell J. Redmond; Claude A Vidal,"done ",46,Biology
48,1857 Founded the New York Infirmary for Women and Children,"The Blackwell sisters Elizabeth and Emily founded the New York Infirmary for Women and Children in 1857. They began giving lectures to female audiences on the importance of educating girls. The sisters played a significant role during the American Civil War by organizing nurses, and the Infirmary developed a medical school program for women, providing substantial work with patients (clinical education). Returning to England, Elizabeth Blackwell helped found the London School of Medicine for Women in 1874.",Medicine - Medical School,none,none,none,yes,1098,undefined
49,invented zig-zag sewing machine; improvements in garments,received 28 patents between 1873 and 1915. She was known for her numerous inventions dealing with sewing machines and sewing technology.,Textile Engineering,zig-zag sewing machine; buttonhole stitcher; over-seaming machine; pencil sharpener; hat-sewing machine; improved elastic seams for garments; improved elastic goring for shoes; improved welted & covered seams; hollow sewing needle; surgical needle; spool case; method of securing reeds or cords to the edge of material; method of selvage sewing,659999;683902;683900;684176;1089816;684175;683901;1161595;GB190120358;GB190120381;GB189621570;860123;612011;527263;500556;276344;193216;167732;167492;162019;161471;161472;141987,None,yes,49,undefined
50,"Bland Mayfly was designed, built and flown by Bland in 1910. ","Preparations of Bland's Mayfly started in 1909, and the first successful flight was made at Randalstown in late August in 1910, a short hop off the ground. While perching on a canvas open-air seat, Bland manipulated controls to maintain the flight in balance after running forward about 30 feet and stayed in the air for a quarter of a mile. The controls consisted of a bicycle handle bar. Not only did this make Bland the first woman to fly an aircraft in Ireland, but the Mayfly also became the first powered biplane in Ireland.",Aviation,"Bland Mayfly ",none,none,yes,50,undefined
51,Horticultural preservative,preserving freshness in fruits  vegetables  & flowers by surpressing ethylene; holds 2 patents,Botany,1-MCP for fruit  vegetable  & flower freshness; Method of counteracting ethylene response by treating plants with diazocyclopentadiene thereof,55189888;5100462,Edward Sisler,yes,51,undefined
52,"Nonreflective glass ",Invented invisible or nonreflective glass used in cameras  eye glasses  projectors  periscopes  & spy cameras; improved gas masks during World War I; invented airplane wing deicer; invented color gauge; her research laid the foundation for the field of plasma physics; holds 8 patents,Physics,Film structure & method of preparation; Reduction of surface reflection; Low-reflectance glass; Electrical indicator of mechanical expansion; Step gauge for measuring thickness of thin films; Electrically conducting layer; Method of forming semiconducting layers on glass & article formed thereby,2220860;2220861;2220862;2493745;2587282;2589983;2597562;2636832,Vincent J. Schaefer,yes,52,undefined
54,Improved ironing board,Invented padded  narrow  curved  collapsible ironing board; holds 1 patent,Technology,Ironing Board Improvement,473653,none,yes,54,undefined
56,Co-founded EDGE (Enhancing Diversity in Graduate Education),"Bozeman was one of the founders of Enhancing Diversity in Graduate Education (EDGE), a transition program for women entering graduate studies in the Mathematical sciences. Male faculty tend to be less sensitive to the ways in which women treat their studies, Bozeman says. The EDGE program brings in senior graduates and panelists. The students form study groups and learn how to give and receive information. Critical to graduate school survival, says Bozeman. In 2007 the EDGE Program was given special recognition by the American Mathematical Society for its effectiveness.","Mathematics, STEM Education",none,none,none,yes,56,undefined
58,Tech camp for girls,founder and executive director of INTech Camp for Girls  inspiring girls of color to pursue careers in technology,Technology  Education,none,none,none,yes,1141,undefined
59,AI & robotics,developed personal assistant robots. Currently  she is a professor of media arts and sciences at MIT and the director of the Personal Robots group at the Media Lab; holds 8 patents,Computer Science,Apparatus & method for providing persistent companion device; Motor learning & rehabilitation using tactile feedback; Engaging in human-based social interaction for performing tasks using a persistent companion device; Multi-segment social robot; Robot; Interactive systems employing robotic companions; Method of robot behavior generation & robots using the same,10391636;8475172;11148296;10357881;D746886;D761895;8909370;8751042,Jeff Lieberman; Fardid Faridi; Walter Dan Stiehl; Jun Ki Lee; Allan Z. Maymin; Heather Knight; Robert L. Toscano; Iris M. Cheung; Haeyeon Lee; Yasuhiro Ota,yes,59,undefined
60,1917 Electric windshield wiper,"Bridgwood decided to improve Mary Anderson's manual windshield wipers, in which people had to use levers to operate the windshield wipers. Through her manufacturing company, she invented automatic windshield wipers that she called ""Electric Storm Windshield Cleaner"". She patented the first electrically powered windshield wiper in 1917, however her wiper used rollers rather than blades and did not catch on. Bridgwood never brought her design into full production, so the patent expired in 1920. Since US patent law no longer protected her product’s propriety, it was only a matter of time until large car manufacturers picked up her design. Cadillac was the first company to adopt the design two years later. Charlotte Bridgwood’s invention was left without much recognition. ",Automotive,Electric windshield wiper. Bridgewood improved Mary Anderson's wipers & made them electric.  They each received a patent.,1274983,none,yes,60,undefined
